id|name|faction_id|description
2129|Putrid Demise|CD|"when -ma- is destroyed, roll one d6 before removing it from play. on a 4+ each unit (excluding nurgle units) within d6"" suffers d6 mortal wounds."
2169|Iron Halo|SM|-ma- has a 4-isv-.
2173|Rosarius|SM|-ma- has a 4-isv-.
2175|Tactical Precision (Aura)|SM|"while a -fu- -key-chapter-key- -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a wound roll of 1."
2179|Grapnel launcher|SM|irrelevant
2181|Terror Troops (Aura)|SM|irrelevant
2186|Explodes|SM|irrelevant
2189|Hover Tank|SM|distances are always measured to and from -ma-’s hull.
2192|Auto launchers|SM|the bearer has the smokescreen keyword.
2193|Explodes|SM|irrelevant
2195|The Warmaster|CSM|irrelevant
2196|The Betrayer|CSM|"at the end of your movement phase, if there are any other -fu- units within 3"" of -ma-, roll one d6: on a 2+, select one of those units. that unit suffers 2 mortal wounds."
2198|Blood for the Blood God|CSM|-ma- can be selected to fight one additional time in each fight phase. it must be eligible to fight each time it is selected to do so.
2200|Armour of Shrieking Souls|CSM|irrelevant
2201|Duellist’s Pride|CSM|each time -ma- is selected to fight, if there are any models with an unmodified weapon skill characteristic of 3+ or better within engagement range of -ma-, then until that fight is resolved, add 3 to -ma-’s attacks characteristic. each time a melee attack made by -ma- is allocated to a model with an unmodified weapon skill characteristic of 3+ or better, add 1 to the damage characteristic of that attack.
2203|The Tyrant of Badab|CSM|"in your command phase, select one -fu- red corsairs core or red corsairs character unit within 6"" of -ma-. until the start of your next command phase, each time a model in that unit makes an attack, you can re-roll the hit roll."
2204|Aspire to Glory (Aura)|CSM|"while a -fu- -key-legion-key- -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a wound roll of 1."
2251|Force Shielding|GK|-ma- has a 4-isv-.
2253|Crux Terminatus|GK|-ma- has a 5-isv-.
2254|Psychic Hood|GK|irrelevant
2255|Blessing of the Omnissiah|GK|irrelevant
2257|Rosarius|GK|-ma- has a 4-isv-.
2258|Spiritual Leaders (Aura)|GK|irrelevant
2259|Mindlock|GK|irrelevant
2261|Knights of Titan|GK|-ua- has the following abilities, which are described below: and they shall know no fear; bolter discipline; masters of the warp.
2276|Disgustingly Resilient|CSM|-ea- in -ua-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
2276|Disgustingly Resilient|DG|-ea- in -ua-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
2280|Lord of Nurgle|DG|"you can re-roll hit rolls of 1 made for -fu- death guard units within 6"" of -ma-."
2281|Icon of despair|CSM|irrelevant
2281|Icon of despair|DG|irrelevant
2282|Vectors of Death|CSM|a plague marine equipped with two melee plague weapons has an attacks characteristic of 3.
2282|Vectors of Death|DG|a plague marine equipped with two melee plague weapons has an attacks characteristic of 3.
2288|Putrid Explosion|DG|irrelevant
2289|Blight Racks (Aura)|DG|"while a -fu- bubonic astartes unit is within 6"" of -ma-, blight grenades models in that unit are equipped have an armour penetration characteristic of -1 and a damage characteristic of 2."
2290|Tainted Narthecium (Aura)|DG|"while a -fu- bubonic astartes infantry unit is within 3"" of -ma-, each time a model in that unit would lose a wound, roll one d6: on a 6, that wound is not lost."
2293|The Seven-fold Chant|DG|at the start of the command phase, if -ma- is on the battlefield, roll 2d6: on a 7+, you gain 1 command point.
2305|Daemonic|DG|models in -ua- have a 5-isv-.
2307|Putrid Explosion|DG|irrelevant
2311|Foul Stench|DG|-ema- -ua-, -s1hr-.
2312|Fearsome (Aura)|DG|irrelevant
2315|Explodes|DG|irrelevant
2316|Infernal Regeneration|DG|irrelevant
2318|Primarch of the Death Guard|DG|"in your command phase, select one -fu- death guard core or death guard character unit within 6"" of -ma-. until the start of your next command phase, each time a model in that unit makes an attack, you can re-roll the hit roll."
2319|Toxic Presence|DG|-ma- counts the battle round number as being 4 for the purposes of determining the contagion range of the contagion abilities it has.
2320|The Barbaran Plate|DG|-ma- has a 4-isv-.
2321|Host of Plagues|DG|at the start of the first battle round, select one of the following plague companies’ warlord traits: shamblerot, ferric blight; gloaming bloat; eater plague; sanguous flux; the droning; nurgle’s fruit. you cannot select a warlord trait that another model in your army already has. until the end of the battle, -ma- gains the selected warlord trait in addition to any others it has, even if it is not your warlord.
2322|Putrid Explosion|DG|irrelevant
2353|Grinding Advance|RaH|irrelevant
2353|Grinding Advance|AM|irrelevant
2357|Execution Force|OA|if your warlord has the imperium keyword (excluding fallen), you can include -ua- in your army as part of a vanguard detachment even if that detachment contains no hq units. if you do so, that detachment’s command benefits are changed to ‘none’ and its restrictions are changed to ‘this detachment cannot include the same datasheet more than once.’
2368|Ram|ORK|each time -ma- finishes a charge move, select one -eu- unit within engagement range of it and roll one d6: on a 4+, that unit suffers d3 mortal wounds.
2376|Loping Stride|TAU|irrelevant
2377|Thunderous Pounce|TAU|each time -ua- fights, if it made a charge move this turn, then until that fight is resolved, add 1 to the strength and attacks characteristics of models in -ua-.
2379|Baggage harness|TAU|"the bearer gains the following ability:‘baggage harness (aura): while a -fu- kroot unit is within 6"" of -ma-, each time a model in that unit makes a ranged attack, -uhr- 6 scores 1 additional hit.’"
2382|Dozer blade|AM|if a vehicle with a dozer blade charges in the charge phase, add 1 to hit rolls made for it until the end of the ensuing fight phase.
2383|Track guards|AM|irrelevant
2385|Raw Recruits|AM|roll a d6 each time an officer uses the voice of command ability to issue an order to -ua-; on a 4+ the order applies as normal, otherwise the order has no effect and no other orders can be issued to -ua- for the rest of this turn.
2386|Zealot|AM|you can re-roll failed hit rolls for -ua- in a turn in which it charged, made a heroic intervention, or was charged by an -eu- unit.
2387|Rosarius|AM|-ma- has a 4-isv-.
2388|War Hymns|AM|"you can add 1 to the attacks characteristic of all models in adeptus ministorum infantry and astra militarum infantry units that are within 6"" of any -fu- ministorum priests."
2389|Acts of Faith|AM|irrelevant
2390|Shield of Faith|AM|irrelevant
2391|Zealot|AM|you can re-roll failed hit rolls for a unit with this ability in a turn in which it charged, made a heroic intervention, or was charged by an -eu- unit.
2392|Storm Shield|AM|the bearer has a 4-isv-. in addition, add 1 to armour saving throws made for the bearer.
2393|Bionics|AM|-ma- has a 6-isv-.
2394|Master of Machines|AM|irrelevant
2395|Mindlock|AM|irrelevant
2396|Bullgryn Plate|AM|a model in bullgryn plate has a save characteristic of 4+.
2397|Bodyguard|AM|"roll a d6 each time a -fu- astra militarum infantry character (excluding ogryns) loses a wound whilst they are within 3"" of any models with this ability; on a 3+ the astra militarum character does not lose a wound but one model with this ability suffers a mortal wound. in addition, -ma- may not be selected as your warlord, and may not be given a warlord trait."
2398|Avalanche of Muscle|AM|you can add 1 to the attacks characteristic of -ua- in the fight phase on any turn in which it made a successful charge. this ability may only be used the first time -ua- fights each turn.
2399|Avalanche of Muscle|AM|you can add 1 to the attacks characteristic of -ua- in the fight phase on any turn in which it made a successful charge. this ability may only be used the first time -ua- fights each turn.
2400|Smoke Launchers|RaH|once per game, instead of shooting any weapons in the shooting phase, -ua- can use its smoke launchers; until your next shooting phase your opponent must subtract 1 from all hit rolls for ranged weapons that target it.
2400|Smoke Launchers|AM|once per game, instead of shooting any weapons in the shooting phase, -ua- can use its smoke launchers; until your next shooting phase your opponent must subtract 1 from all hit rolls for ranged weapons that target it.
2401|Roving Gunship|AM|if -ma- hovers in its movement phase, add 1 to all hit rolls made for it in the following shooting phase.
2401|Roving Gunship|RaH|if -ma- hovers in its movement phase, add 1 to all hit rolls made for it in the following shooting phase.
2441|Peerless Agility|AE|-ma- has a 4-isv-.
2442|Warp Strike|AE|irrelevant
2444|Explodes|AE|irrelevant
2447|Path of the Shaper|AE|irrelevant
2470|Spirit Leech|TYR|irrelevant
2471|Warp Field|TYR|-ma- has a 3-isv-.
2472|Warp Siphon|TYR|irrelevant
2476|Swooping Assault|TYR|irrelevant
2477|Death Throes|TYR|"when -ma- is destroyed, roll one d6 before removing it from play. on a 6+, the closest -eu- unit within 6"" suffers d6 mortal wounds."
2478|Chitin Thorns|TYR|each time -ma- makes a melee attack, improve the armour penetration characteristic of that attack by 1.
2479|Enhanced senses|TYR|the bearer has a ballistic skill characteristic of 3+.
2480|Spore cysts|TYR|-era- the bearer, the bearer receives the benefits of light cover against that attack.
2481|Tusks|TYR|the bearer gains the horned chitin keyword.
2483|Monstrous Brood|TYR|irrelevant
2484|Terrifying|TYR|irrelevant
2506|Loner|AM|officers cannot issue orders to sly marbo. sly marbo can never have a warlord trait.
2507|Lethal Ambush|AM|irrelevant
2508|One With his Surroundings|AM|each time a ranged attack is allocated to -ma- while it is receiving the benefits of cover, add an additional 1 to any armour saving throw made against that attack.
2509|Like Fighting a Shadow|AM|irrelevant
2565|Implacable Vanguard|AC|irrelevant
2568|Binding Oaths|AC|each time a model in -ua- would lose a wound, roll one d6: on a 6, that wound is not lost.
2569|Slayers of Tyrants|AC|irrelevant
2571|Atomantic Shielding|AC|-ma- has a 5-isv-.
2572|Implacable Vanguard|AC|irrelevant
2605|Beast Handler|CD|irrelevant
2608|Seed the Garden of Nurgle|CD|irrelevant
2609|Disease of Mirth|CD|irrelevant
2610|Jolly Gutpipes|CD|irrelevant
2612|Keep Counting! Meet Your Quota!|CD|irrelevant
2618|Daemonic Rewards|CD|irrelevant
2620|Shroud of Flies (Aura)|CD|"while a -fu- legiones daemonica nurgle unit (excluding vehicle and monster units) is within 6"" of -ma-, -era- that unit, -s1hr-."
2621|Sickness Blossoms|CD|at the start of each turn, roll one d6 for each -eu- unit within engagement range of -ma-:on a 2-5, that -eu- unit suffers 1 mortal wound.on a 6, that -eu- unit suffers d3 mortal wounds.if any -eu- models are destroyed as a result of these mortal wounds, gain 1 warp storm point.
2622|The Plague Bells Chime|CD|irrelevant
2660|Arch-Sorcerer of Tzeentch|TS|irrelevant
2664|Favour of Tzeentch|TS|-ma- has a 5-isv-.
2665|Familiar|TS|irrelevant
2666|Icon of Flame|TS|irrelevant
2666|Icon of Flame|CSM|irrelevant
2667|Brayhorn|TS|irrelevant
2669|Aura of Dark Glory|TS|-ma- has a 5-isv-.
2670|Bestial Prophet (Aura)|TS|"while a -fu- bray or enlightened unit is within 6"" of -ma-, each time a model in that unit makes an attack, add 1 to that attack’s hit roll."
2673|Guided by Fate|TS|each time a model in -ua- makes an attack (excluding an attack made with disc blades), -uhr- 6 automatically wounds the target.
2676|Mutated Beyond Reason|TS|the first time -ua- is selected to fight in each fight phase, roll one d3 and consult the table below:d3result1razor claws: until the end of the phase, the armour penetration characteristic of hideous mutations models in -ua- are equipped with is changed to -4.2grasping pseudopods: until the end of the phase, models in -ua- have an attacks characteristic of 3d3.3toxic haemorrhage: until the end of the phase, each time a model in -ua- makes an attack, you can re-roll the wound roll.
