datasheet_id|line|name|WS|BS|S|T|W|A|Sv|Cost|cost_description|models_per_unit|cost_including_wargear
2596|1|grimnyr|3+|3+|4|4|4|2|4+|||1|False
2596|2|corv|4+|4+|3|4|1|1|4+|||2|False
2597|1|brôkhyr iron-master|3+|2+|4|4|4|3|4+|||1|False
2597|2|ironkin assistant|3+|3+|4|4|2|2|4+|||1|False
2597|3|e-cog|4+|4+|3|4|1|1|4+|||3|False
2598|1|hearthkyn warrior|3+|3+|4|4|1|2|4+|12.0||9-19|False
2598|2|theyn|3+|3+|4|4|2|3|4+|12.0||1|False
2599|1|hearthguard|3+|3+|5|5|2|2|2+|45.0||4-9|False
2599|2|hesyr|3+|3+|5|5|2|3|2+|45.0||1|False
2600|1|beserk|3+|3+|5|5|2|3|6+|30.0||5-10|False
2601|1|pioneer|3+|3+|4|5|3|3|4+|35.0||3-6|False
2602|1|sagitaur|6+|3+|6|7|9|3|3+|130.0||1-2|False
2603|1|brôkhyr thunderkyn|3+|3+|5|5|3|2|3+|40.0||3-6|False
2604|1|hekaton land fortress|6+|3+|8|8|16|6|2+|300.0||1|False
